Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
F150,2014,Saudi,Black,Full,3.2,Gas,Automatic,200000,Qassim,58000
Navara,2014,Gulf Arabic,White,Full,2.5,Gas,Automatic,167,Aseer,35000
Senta fe,2015,Saudi,Silver,Semi Full,2.066666666666667,Gas,Automatic,120,Jeddah,57000
Grand Cherokee,2020,Saudi,Brown,Full,3.6,Gas,Automatic,27500,Al-Ahsa,160000
Daily,2018,Saudi,White,Standard,3.0,Diesel,Manual,116000,Riyadh,92000
500,2019,Saudi,Grey,Semi Full,1.4,Gas,Automatic,28000,Makkah,62000
Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,185000,Riyadh,45000
Pajero,2014,Saudi,White,Full,3.8,Gas,Automatic,168,Besha,49000
Elantra,2012,Saudi,White,Semi Full,1.7,Gas,Manual,300,Qassim,15000
Carnival,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,256000,Al-Ahsa,28000
Accord,2004,Saudi,Golden,Full,1.0,Gas,Automatic,300,Riyadh,13000
Land Cruiser,2009,Saudi,White,Full,5.7,Gas,Automatic,470000,Qurayyat,76000
Corolla,2015,Saudi,Silver,Semi Full,1.6,Gas,Automatic,200000,Jeddah,35000
H1,2010,Saudi,Blue,Standard,1.4,Gas,Automatic,147000,Riyadh,29000
FJ,2016,Gulf Arabic,White,Full,4.1499999999999995,Gas,Automatic,64866,Makkah,125000
Azera,2017,Other,White,Semi Full,3.0,Gas,Automatic,256,Riyadh,47000
Corolla,2011,Saudi,White,Semi Full,1.4,Gas,Automatic,283971,Jeddah,25000
Prado,2015,Saudi,Silver,Full,3.6,Gas,Automatic,225989,Jeddah,84000
Odyssey,2016,Saudi,Red,Full,6.0,Gas,Automatic,189000,Riyadh,57000
Elantra,2007,Saudi,Grey,Standard,1.6,Gas,Manual,191700,Taef,13000
Corolla,2018,Saudi,White,Standard,1.606521739130434,Gas,Automatic,39000,Riyadh,45000
Hilux,2018,Saudi,White,Full,2.618181818181818,Gas,Automatic,63000,Jeddah,110000
Camry,2020,Saudi,Brown,Semi Full,2.5,Gas,Automatic,38000,Riyadh,1364
Marquis,2011,Other,Brown,Semi Full,8.0,Gas,Automatic,400000,Makkah,25000
Senta fe,2016,Other,Another Color,Standard,2.0,Diesel,Automatic,193000,Dammam,61000
Land Cruiser Pickup,2021,Gulf Arabic,Brown,Full,3.233333333333333,Gas,Manual,1519,Riyadh,175000
Grand Marquis,2000,Saudi,Silver,Semi Full,3.8,Gas,Automatic,179000,Dammam,14000
Taurus,2018,Saudi,White,Standard,3.5,Gas,Automatic,73000,Dammam,77000
Pilot,2005,Other,Blue,Semi Full,6.0,Gas,Automatic,4130,Dammam,15000
Sierra,2016,Saudi,Brown,Full,5.3,Gas,Automatic,161,Jeddah,80000
Optima,2016,Saudi,Red,Semi Full,2.4,Gas,Automatic,190000,Riyadh,42000
Mustang,2017,Saudi,Black,Full,5.0,Gas,Automatic,130000,Riyadh,130000
Compass,2016,Saudi,Brown,Standard,2.4,Gas,Automatic,96213,Riyadh,38500
Camry,2016,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,111,Riyadh,49000
Yaris,2010,Saudi,Silver,Standard,1.3,Gas,Manual,350000,Jeddah,13000
Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,178000,Riyadh,55000
Innova,2014,Saudi,White,Standard,2.7,Gas,Manual,282000,Jubail,35000
Sorento,2011,Other,Silver,Standard,2.4,Gas,Automatic,160,Dammam,30000
Land Cruiser,2013,Saudi,White,Semi Full,4.633333333333333,Gas,Automatic,283,Al-Medina,100000
Azera,2013,Saudi,Grey,Full,3.0,Gas,Automatic,284000,Riyadh,32000
Sunny,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,88000,Riyadh,29000
Patrol,2014,Saudi,Grey,Full,5.8,Gas,Automatic,265000,Jeddah,100000
ES,2016,Other,Black,Full,3.25,Gas,Automatic,130000,Aseer,115000
Land Cruiser,2016,Saudi,White,Full,4.0,Gas,Automatic,179812,Qassim,155000
The 5,2020,Gulf Arabic,Black,Semi Full,1.9,Gas,Automatic,7800,Dammam,177000
Sierra,2011,Saudi,White,Standard,6.0,Gas,Automatic,233000,Dammam,36000
Land Cruiser,2001,Saudi,White,Full,4.8,Gas,Automatic,152000,Qassim,95000
Duster,2017,Saudi,Navy,Full,2.0,Gas,Automatic,106000,Al-Ahsa,1128
Other,2005,Saudi,Red,Semi Full,4.0,Gas,Manual,100,Riyadh,20000
Cayenne S,2012,Saudi,Black,Full,4.8,Gas,Automatic,189000,Riyadh,85000
Elantra,2016,Other,White,Full,1.6,Diesel,Automatic,74000,Jeddah,50000
Suburban,2006,Other,Golden,Semi Full,4.7,Gas,Automatic,238,Riyadh,30000
Explorer,2013,Other,Blue,Standard,3.5,Gas,Automatic,218000,Makkah,48000
Ram,2011,Saudi,White,Semi Full,5.7,Gas,Automatic,190000,Riyadh,40000
Cerato,2012,Other,White,Standard,1.6,Gas,Automatic,312287,Riyadh,17000
Edge,2014,Saudi,Red,Full,3.6,Gas,Automatic,99000,Jeddah,1500
Prado,2016,Saudi,White,Semi Full,3.7624999999999997,Gas,Automatic,167860,Hafar Al-Batin,108000
Tahoe,2010,Saudi,White,Full,2.7,Gas,Automatic,260000,Riyadh,65000
Flex,2015,Saudi,Black,Standard,3.6,Gas,Automatic,290000,Riyadh,30000
Hilux,2012,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,366000,Aseer,53000
Sierra,2021,Saudi,Silver,Full,9.0,Gas,Automatic,100,Dammam,178000
Edge,2007,Gulf Arabic,Another Color,Full,1.4,Gas,Automatic,372400,Al-Ahsa,19000
Sportage,2016,Saudi,Black,Full,2.4,Gas,Automatic,190000,Riyadh,62000
Camry,2009,Saudi,White,Standard,1.6,Gas,Manual,350000,Jeddah,25000
Elantra,2013,Saudi,Blue,Semi Full,1.6,Gas,Automatic,300000,Aseer,20000
Expedition,2003,Other,Brown,Semi Full,8.0,Gas,Automatic,246000,Al-Medina,15000
Traverse,2011,Saudi,Brown,Standard,3.6,Gas,Automatic,138000,Al-Ahsa,24000
Accent,2016,Saudi,White,Standard,1.6,Gas,Automatic,214000,Riyadh,23500
Tahoe,2011,Saudi,Black,Standard,5.3,Gas,Automatic,250000,Al-Ahsa,40000
Edge,2011,Saudi,Red,Full,3.5,Gas,Automatic,70000,Jeddah,60000
Pajero,2015,Saudi,Another Color,Standard,3.5,Gas,Automatic,98000,Qassim,60000
Cerato,2014,Saudi,Red,Semi Full,1.6,Gas,Automatic,223,Tabouk,24000
Altima,2013,Saudi,White,Semi Full,2.5,Gas,Automatic,134000,Jeddah,35000
Sierra,2016,Saudi,Silver,Full,5.3,Gas,Automatic,144000,Aseer,95000
Land Cruiser,2020,Gulf Arabic,Grey,Full,4.6,Gas,Automatic,19800,Dammam,265000
Taurus,2010,Other,Another Color,Semi Full,3.6333333333333333,Gas,Automatic,380,Al-Baha,28000
Caprice,2013,Other,White,Standard,6.031578947368422,Gas,Automatic,280000,Makkah,44000
XF,2009,Saudi,Another Color,Semi Full,6.0,Gas,Automatic,50000,Riyadh,35000
Land Cruiser Pickup,2016,Saudi,Bronze,Semi Full,4.0,Gas,Manual,243000,Riyadh,95000
Accord,2005,Gulf Arabic,White,Full,1.4,Gas,Automatic,250000,Jeddah,17000
X,2009,Saudi,Black,Full,4.4,Gas,Automatic,180000,Jeddah,35000
Datsun,2015,Saudi,White,Standard,2.7,Gas,Manual,77000,Jeddah,45000
Sonata,2016,Other,Black,Semi Full,2.4,Diesel,Automatic,152000,Qassim,52000
Taurus,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,48000,Dammam,80000
Land Cruiser Pickup,2006,Saudi,White,Standard,4.0,Gas,Manual,406000,Dammam,55000
Rav4,2011,Saudi,White,Semi Full,2.4,Gas,Automatic,400000,Jeddah,35000
C300,2012,Other,Silver,Full,5.7,Gas,Automatic,143000,Dammam,51000
Carens,2015,Saudi,Silver,Semi Full,1.6,Gas,Automatic,37000,Jeddah,33000
Sierra,2015,Saudi,Silver,Full,4.4,Gas,Automatic,76000,Dammam,100000
Camry,2013,Saudi,White,Full,2.5,Gas,Manual,633386,Aseer,37000
CT4,2020,Saudi,Grey,Semi Full,3.7,Gas,Automatic,5800,Jeddah,155000
CT4,2020,Saudi,Grey,Semi Full,3.7,Gas,Automatic,5800,Jeddah,155000
Taurus,2013,Saudi,White,Standard,1.0,Gas,Automatic,298,Makkah,38000
Tahoe,2012,Saudi,Golden,Semi Full,4.5,Gas,Automatic,327000,Riyadh,45000
Accent,2018,Saudi,Grey,Full,1.4,Gas,Automatic,20000,Al-Ahsa,37000
H1,2013,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,246,Tabouk,31000
Ranger,2011,Other,White,Standard,2.2,Gas,Manual,150000,Riyadh,20000
Camry,2007,Saudi,Red,Standard,1.1,Gas,Automatic,100000,Arar,22000
Yukon,2014,Saudi,White,Full,8.0,Gas,Automatic,80000,Riyadh,120000
Terrain,2016,Saudi,White,Standard,2.4,Gas,Automatic,151000,Jazan,45000
Corolla,2011,Saudi,Grey,Semi Full,1.4,Gas,Manual,490,Al-Medina,18000
301,2014,Saudi,Another Color,Standard,1.6,Gas,Automatic,159,Tabouk,12000
Sportage,2020,Saudi,Orange,Semi Full,1.6,Gas,Automatic,7600,Jeddah,2656
S,2017,Saudi,Grey,Full,6.0,Gas,Automatic,36000,Riyadh,310000
Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,28000,Riyadh,54000
Furniture,2019,Saudi,White,Full,4.0,Gas,Automatic,135000,Riyadh,115005
Rav4,2018,Other,White,Full,2.5,Gas,Automatic,61000,Riyadh,83000
Rav4,2017,Gulf Arabic,White,Full,2.0,Gas,Automatic,93000,Riyadh,83000
CX3,2018,Saudi,White,Standard,3.0,Gas,Automatic,39000,Riyadh,58000
Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,128000,Riyadh,35000
Yukon,2005,Saudi,Bronze,Standard,5.3,Gas,Automatic,409000,Riyadh,20000
Hilux,2020,Gulf Arabic,White,Full,2.7,Gas,Manual,53000,Riyadh,103000
Lumina,2006,Other,Oily,Standard,6.0,Gas,Automatic,470000,Riyadh,3000
Optima,2014,Saudi,Silver,Full,2.5,Gas,Automatic,2002500,Riyadh,42000
Corolla,2017,Saudi,White,Standard,1.6,Gas,Automatic,110,Aseer,46000
Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,96000,Dammam,36000
Suburban,1999,Saudi,Green,Standard,1.55,Gas,Automatic,2500,Hail,6500
D-MAX,2020,Saudi,White,Full,2.88,Diesel,Automatic,40000,Riyadh,120500
Tucson,2017,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,152,Dammam,62000
Azera,2020,Other,Grey,Semi Full,3.5,Gas,Automatic,37000,Tabouk,1846
Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,221000,Jubail,1300
Patrol,2020,Saudi,Grey,Full,3.4799999999999995,Gas,Automatic,89000,Riyadh,210000
Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,136000,Dammam,67000
Sierra,2015,Saudi,Silver,Full,5.3,Gas,Automatic,272,Tabouk,70000
500,2020,Saudi,White,Full,1.4,Gas,Automatic,11500,Riyadh,85000
Yaris,2016,Saudi,Grey,Standard,1.488888888888889,Gas,Manual,134000,Jubail,23000
Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,73000,Dammam,79000
Sierra,2020,Saudi,Silver,Semi Full,5.3,Gas,Automatic,18000,Dammam,152000
Suburban,2017,Saudi,Another Color,Full,5.3,Gas,Automatic,184000,Dammam,137000
Taurus,2017,Other,Silver,Semi Full,3.5,Gas,Automatic,142311,Dammam,75000
Innova,2016,Saudi,White,Full,2.7,Gas,Automatic,101000,Dammam,72000
Rav4,2018,Saudi,White,Standard,2.5,Gas,Automatic,134000,Dammam,66000
Camry,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,125000,Dammam,53000
Taurus,2015,Saudi,White,Semi Full,2.0,Gas,Automatic,285000,Dammam,52000
The 7,2009,Saudi,Bronze,Full,4.4,Gas,Automatic,285000,Dammam,46000
Range Rover,2008,Saudi,White,Full,5.0,Gas,Automatic,329000,Dammam,32000
VTC,2000,Saudi,White,Semi Full,4.8,Gas,Manual,490000,Dammam,30000
CLS,2007,Saudi,Grey,Full,6.3,Gas,Automatic,340000,Dammam,21000
A8,2007,Saudi,White,Full,3.2,Gas,Automatic,180000,Dammam,19000
Prado,2016,Saudi,White,Semi Full,3.7624999999999997,Gas,Automatic,201000,Riyadh,107000
Land Cruiser,2021,Saudi,White,Full,4.6,Gas,Automatic,8000,Dammam,295000
Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,38000,Dammam,255000
LS,2015,Saudi,White,Full,4.6,Gas,Automatic,132000,Dammam,165000
Sierra,2018,Saudi,Silver,Standard,5.3,Gas,Automatic,152000,Dammam,124000
Tahoe,2016,Saudi,Brown,Standard,5.3,Gas,Automatic,223000,Dammam,110000
Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,111000,Dammam,68000
Odyssey,2015,Saudi,White,Standard,3.5,Gas,Automatic,153000,Dammam,60000
C,2020,Saudi,White,Full,2.5,Gas,Automatic,10000,Jeddah,190000
Land Cruiser,1999,Other,Silver,Semi Full,2.8,Gas,Manual,175000,Riyadh,57000
A4,2013,Gulf Arabic,Another Color,Full,2.0,Gas,Automatic,250000,Riyadh,45000
Expedition,2013,Saudi,White,Standard,5.4,Gas,Automatic,78000,Dammam,64000
Camry,2017,Saudi,White,Full,1.4,Gas,Automatic,13400,Riyadh,65000
A6,2013,Saudi,Black,Semi Full,3.0,Gas,Automatic,75000,Riyadh,70000
Cherokee,1998,Saudi,White,Standard,4.0,Gas,Automatic,270000,Yanbu,16000
LX,2020,Gulf Arabic,Black,Full,5.7,Gas,Automatic,13000,Riyadh,420000
Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,19054,Riyadh,162500
Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,19054,Riyadh,162500
Cayenne S,2013,Saudi,White,Full,4.8,Gas,Automatic,219000,Riyadh,100000
Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,108000,Riyadh,29000
Taurus,2018,Saudi,White,Standard,2.0,Gas,Automatic,71000,Riyadh,65000
Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,51000,Riyadh,31000
Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,65000,Riyadh,30000
Ciocca,2014,Saudi,White,Semi Full,1.6,Gas,Automatic,28000,Qassim,75000
Land Cruiser Pickup,2015,Saudi,Brown,Semi Full,4.0,Gas,Manual,260000,Jubail,60000
Land Cruiser,2013,Gulf Arabic,White,Semi Full,4.633333333333333,Gas,Automatic,240000,Riyadh,105000
Tahoe,2008,Other,Black,Full,2.9,Gas,Automatic,265000,Riyadh,33000
Yukon,2015,Saudi,Black,Full,6.2,Gas,Automatic,216000,Besha,98000
Victoria,2011,Saudi,Another Color,Standard,4.6,Gas,Automatic,270,Dammam,35000
Elantra,2018,Saudi,Silver,Full,2.0,Gas,Automatic,97588,Jeddah,55000
6,2016,Saudi,Red,Full,2.5,Gas,Automatic,117000,Hafar Al-Batin,72000
Tahoe,2017,Saudi,Black,Semi Full,8.0,Gas,Automatic,220,Arar,118000
Patrol,2020,Saudi,Grey,Full,1.4,Gas,Automatic,89000,Riyadh,210000
S,2012,Gulf Arabic,Navy,Full,3.3,Gas,Automatic,85000,Al-Medina,110000
Charger,2012,Saudi,Yellow,Full,6.4,Gas,Automatic,167000,Al-Medina,85000
Furniture,2018,Saudi,White,Semi Full,2.7,Gas,Automatic,224000,Dammam,85000
Accent,2017,Saudi,Silver,Semi Full,1.4,Gas,Automatic,174000,Jeddah,24000
C300,2019,Saudi,Black,Full,3.6,Gas,Automatic,45000,Riyadh,145000
6,2019,Saudi,Black,Full,2.1,Gas,Automatic,81000,Jeddah,90000
Land Cruiser,2019,Saudi,White,Full,4.561904761904761,Gas,Automatic,134000,Al-Ahsa,170000
Camry,2019,Saudi,Black,Standard,2.5,Hybrid,Automatic,55000,Makkah,80000
The 7,2016,Saudi,White,Full,2.0,Gas,Automatic,161,Khobar,160000
Elantra,2014,Saudi,Grey,Full,2.0,Gas,Automatic,290000,Riyadh,33500
Cores,2005,Saudi,White,Standard,4.0,Gas,Manual,400,Makkah,10000
Taurus,2016,Saudi,Grey,Semi Full,3.5,Gas,Automatic,66000,Riyadh,77000
The 5,2011,Saudi,Silver,Semi Full,3.0,Gas,Automatic,276000,Riyadh,65000
Yaris,2016,Saudi,White,Semi Full,1.5,Gas,Automatic,155000,Jeddah,32000
Caprice,2013,Other,White,Semi Full,6.2,Gas,Automatic,193000,Dammam,44000
Wrangler,2019,Saudi,White,Full,3.6,Gas,Automatic,16000,Riyadh,181000
Grand Cherokee,2015,Saudi,Silver,Full,5.7,Gas,Automatic,146000,Riyadh,95000
Yaris,2017,Saudi,Grey,Standard,1.4000000000000001,Gas,Automatic,12500,Tabouk,32000
Terrain,2015,Saudi,Silver,Semi Full,2.4,Gas,Automatic,125000,Riyadh,38000
CS95,2019,Saudi,Black,Full,2.0,Gas,Automatic,106000,Jeddah,70000
ES,2013,Saudi,Black,Full,1.6,Gas,Automatic,263000,Dammam,66000
Elantra,2017,Other,Silver,Standard,1.6,Diesel,Automatic,86000,Dammam,47000
Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,121000,Dammam,75000
Patrol,2017,Saudi,White,Standard,4.0,Gas,Automatic,198000,Dammam,114000
Furniture,2020,Saudi,Grey,Semi Full,4.0,Gas,Automatic,3000,Dammam,135000
Avalon,2019,Saudi,White,Standard,3.5,Gas,Automatic,43418,Riyadh,115000
Taurus,2015,Saudi,Grey,Standard,3.6,Gas,Automatic,130243,Riyadh,58000
Echo Sport,2015,Saudi,White,Standard,1.4,Gas,Automatic,101600,Riyadh,28000
Sonata,2018,Saudi,Silver,Standard,2.5,Gas,Automatic,71629,Riyadh,50000
Datsun,2015,Saudi,White,Standard,1.9,Gas,Manual,142000,Makkah,39000
GC7,2015,Saudi,Silver,Full,1.6,Gas,Automatic,140000,Taef,15000
Sonata,2019,Saudi,White,Semi Full,2.4,Gas,Automatic,92000,Dammam,84000
Sunny,2018,Gulf Arabic,Brown,Semi Full,1.5,Gas,Automatic,106,Jeddah,23000
Yukon,2011,Saudi,Bronze,Semi Full,1.0,Gas,Automatic,223,Hail,40000
Pajero,2017,Gulf Arabic,White,Full,3.2,Diesel,Automatic,80000,Qassim,89500
Land Cruiser,2012,Saudi,White,Full,8.0,Gas,Automatic,228000,Qassim,112000
Senta fe,2016,Saudi,White,Semi Full,3.1444444444444444,Gas,Automatic,255000,Aseer,51000
G330,2017,Other,Silver,Semi Full,3.3,Gas,Automatic,68000,Qurayyat,70000
FJ,2015,Saudi,Black,Semi Full,4.0,Gas,Automatic,110000,Dammam,115000
Yaris,2020,Saudi,Brown,Semi Full,1.5,Gas,Automatic,13000,Jeddah,37000
Hilux,2014,Saudi,White,Full,2.7,Gas,Manual,98000,Najran,70000
GL,2015,Saudi,Black,Full,5.0,Gas,Automatic,32000,Makkah,183000
CX9,2015,Saudi,Black,Full,2.5,Gas,Automatic,234000,Taef,57000
ES,2020,Saudi,Another Color,Full,3.5,Gas,Automatic,29000,Jeddah,230000
Prado,2016,Saudi,White,Standard,4.0,Gas,Automatic,74000,Jeddah,120000
Camry,2010,Saudi,Green,Full,2.4,Gas,Manual,390000,Dammam,20000
Prado,2015,Saudi,Grey,Semi Full,4.0,Gas,Automatic,70000,Tabouk,110000
Tucson,2018,Other,Silver,Semi Full,2.0,Gas,Automatic,100000,Jeddah,60000
Tahoe,2019,Saudi,White,Full,5.3,Gas,Automatic,62000,Jeddah,195000
The M,2020,Saudi,Black,Full,6.0,Gas,Automatic,13000,Riyadh,385000
Expedition,2016,Saudi,Black,Semi Full,2.8333333333333335,Gas,Automatic,160000,Riyadh,85000
Range Rover,2007,Saudi,White,Full,8.9,Gas,Automatic,148,Riyadh,38000
Duster,2019,Saudi,Orange,Full,1.6,Gas,Automatic,27000,Dammam,54000
Charger,2020,Saudi,Grey,Standard,3.6,Gas,Automatic,11000,Riyadh,100000
Rio,2014,Other,Grey,Standard,1.4666666666666668,Gas,Automatic,196,Al-Ahsa,18000
Camry,2001,Saudi,White,Full,4.0,Gas,Manual,350000,Jeddah,25000
Charger,2016,Other,Navy,Full,1.7,Gas,Automatic,140,Al-Medina,65000
Furniture,2015,Gulf Arabic,Silver,Standard,2.7,Gas,Automatic,243000,Riyadh,50000
H1,2019,Saudi,Silver,Standard,2.4,Gas,Automatic,76000,Dammam,65000
H3,2008,Other,Red,Full,5.0,Gas,Automatic,340000,Riyadh,21000
Furniture,2016,Gulf Arabic,Grey,Full,4.0,Gas,Automatic,185000,Riyadh,73000
Land Cruiser,2014,Saudi,White,Semi Full,4.3,Gas,Automatic,346000,Taef,130000
Expedition,2012,Saudi,Grey,Standard,3.8,Gas,Automatic,86000,Riyadh,53000
ES,2018,Saudi,Black,Full,3.5,Gas,Automatic,91000,Riyadh,130000
Picanto,2017,Saudi,Red,Standard,1.0,Gas,Automatic,158000,Al-Medina,22500
Prado,2014,Saudi,Silver,Full,4.0,Gas,Automatic,121000,Jeddah,109000
Durango,2013,Saudi,Navy,Standard,3.6,Gas,Automatic,115458,Jeddah,50000
Hilux,2012,Saudi,White,Full,2.5,Gas,Manual,335200,Sakaka,50000
C,2015,Saudi,Grey,Semi Full,2.0,Gas,Automatic,99000,Jeddah,91500
Innova,2015,Gulf Arabic,White,Full,2.7,Gas,Automatic,14000,Dammam,43000
Durango,2013,Saudi,Red,Semi Full,5.7,Gas,Automatic,487100,Yanbu,35000
Land Cruiser,2015,Saudi,Grey,Full,4.6,Gas,Automatic,99000,Dammam,165000
CRV,2014,Saudi,Red,Semi Full,2.4,Gas,Automatic,160000,Makkah,50000
Charger,2015,Saudi,Red,Standard,3.6,Gas,Automatic,54300,Riyadh,63000
Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,210000,Hail,64000
Land Cruiser,2016,Saudi,White,Semi Full,5.7,Gas,Automatic,120000,Riyadh,205000
Sonata,2016,Saudi,White,Semi Full,2.4,Gas,Automatic,305000,Riyadh,45000
Sonata,2013,Saudi,White,Semi Full,2.4,Gas,Automatic,215000,Riyadh,28000
Yukon,2012,Saudi,Silver,Standard,5.3,Gas,Automatic,235000,Tabouk,67000
Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,76000,Hafar Al-Batin,37500
Mustang,2004,Other,Silver,Full,4.6,Gas,Manual,172,Jeddah,35000
Accord,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,95000,Jeddah,78000
Tahoe,2013,Saudi,Silver,Semi Full,5.7,Gas,Automatic,200000,Riyadh,57000
Land Cruiser,2003,Saudi,Silver,Semi Full,4.5,Gas,Automatic,397000,Khobar,34000
Azera,2012,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,380000,Aseer,24000
Sonata,2012,Saudi,White,Full,2.5,Gas,Automatic,221000,Riyadh,30000
Tucson,2017,Saudi,Grey,Standard,2.0,Gas,Automatic,120000,Jeddah,65000
Caprice,2008,Saudi,White,Semi Full,3.5,Gas,Automatic,255000,Dammam,25000
Corolla,2017,Other,Black,Semi Full,1.6,Gas,Automatic,75000,Jeddah,55000
6,2014,Gulf Arabic,Grey,Full,1.8,Gas,Automatic,79000,Riyadh,23000
Cerato,2016,Saudi,White,Semi Full,1.6,Gas,Automatic,12100,Qassim,30000
E,2017,Saudi,Navy,Full,2.433333333333333,Gas,Automatic,147,Riyadh,142000
Camry,2019,Saudi,White,Standard,2.5,Hybrid,Automatic,62000,Jeddah,1595
500,2017,Gulf Arabic,White,Full,1.4,Gas,Automatic,74000,Dammam,48000
Camry,2016,Saudi,White,Standard,2.493333333333333,Gas,Automatic,17000,Riyadh,35000
Range Rover,2018,Other,Grey,Full,3.8,Gas,Automatic,50000,Riyadh,290000
GLE,2020,Saudi,Navy,Full,3.0,Gas,Automatic,13000,Dammam,375000
GS,2020,Saudi,White,Semi Full,2.0,Gas,Automatic,11000,Riyadh,51000
RX8,2020,Saudi,Brown,Full,2.0,Gas,Automatic,23000,Al-Baha,98000
Trailblazer,2013,Saudi,Brown,Standard,3.6,Gas,Automatic,220000,Jubail,28000
Sonata,2020,Saudi,White,Standard,2.0,Gas,Automatic,9000,Riyadh,73000
CRV,2013,Saudi,White,Full,2.4,Gas,Automatic,167000,Jeddah,45000
Land Cruiser 70,2015,Saudi,Another Color,Semi Full,4.0,Gas,Manual,360538,Riyadh,80000
Prado,2017,Saudi,White,Semi Full,4.0,Gas,Automatic,138000,Riyadh,132000
Expedition,2014,Gulf Arabic,Navy,Semi Full,5.4,Gas,Automatic,132000,Riyadh,45000
Camry,2017,Saudi,White,Standard,2.4,Gas,Automatic,97000,Riyadh,68000
Camry,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,120000,Riyadh,62000
Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,54000,Dammam,55000
KICKS,2019,Saudi,Another Color,Full,2.4,Gas,Automatic,87000,Dammam,55000
Yukon,2011,Saudi,Black,Standard,5.3,Gas,Automatic,334000,Riyadh,51000
Accord,2017,Gulf Arabic,Golden,Semi Full,2.5,Gas,Automatic,62847,Qassim,82000
Furniture,2020,Saudi,Silver,Full,4.0,Gas,Automatic,20000,Riyadh,130000
Echo Sport,2020,Gulf Arabic,White,Standard,1.5,Gas,Automatic,4434,Dammam,59000
Datsun,2013,Gulf Arabic,White,Standard,1.7,Gas,Manual,273778,Al-Ahsa,32000
Land Cruiser,2020,Saudi,White,Standard,4.0,Gas,Automatic,560,Riyadh,190000
Prestige,2015,Saudi,Black,Full,3.8,Gas,Automatic,180000,Makkah,47500
Land Cruiser,2004,Saudi,White,Standard,4.0,Gas,Manual,425000,Jazan,35000
Defender,2021,Saudi,Black,Full,3.0,Gas,Automatic,100,Jeddah,450000
FX,2009,Saudi,White,Full,3.5,Gas,Automatic,250000,Jeddah,35000
Yukon,2009,Saudi,Black,Full,6.2,Gas,Automatic,138000,Al-Baha,55000
Cadenza,2016,Gulf Arabic,Black,Full,3.0,Diesel,Automatic,100,Tabouk,77000
Patrol,2016,Saudi,Brown,Full,5.6,Gas,Automatic,183000,Khobar,150000
Patrol,2016,Saudi,White,Full,5.6,Gas,Automatic,139000,Riyadh,158000
Camry,2008,Gulf Arabic,Grey,Semi Full,2.0,Gas,Automatic,4430000,Al-Ahsa,17500
Suburban,2005,Saudi,Silver,Semi Full,6.65,Gas,Automatic,400000,Riyadh,25000
Marquis,2009,Saudi,Golden,Semi Full,4.0,Gas,Automatic,300000,Riyadh,17000
Land Cruiser Pickup,2014,Gulf Arabic,White,Full,5.0,Gas,Manual,99000,Aseer,85000
Sonata,2007,Other,Silver,Full,3.3,Gas,Automatic,196000,Al-Ahsa,16000
Land Cruiser Pickup,2016,Saudi,Brown,Full,4.8,Gas,Manual,50000,Riyadh,85000
Altima,2015,Other,Black,Standard,2.5,Gas,Automatic,167000,Dammam,32000
LX,2012,Saudi,White,Full,5.7,Gas,Automatic,147000,Riyadh,170000
Cadenza,2018,Gulf Arabic,White,Semi Full,3.3,Gas,Automatic,81000,Dammam,70000
ES,2015,Gulf Arabic,Black,Full,3.5,Gas,Automatic,158792,Taef,78000
Durango,2012,Saudi,White,Full,6.0,Gas,Automatic,288000,Al-Medina,43000
Silverado,2014,Gulf Arabic,White,Semi Full,4.3,Gas,Automatic,233,Dammam,75000
Land Cruiser,2017,Gulf Arabic,White,Full,5.7,Gas,Automatic,120000,Jeddah,225000
